size;time;type;grid_size;block_size
65536;0.000000;optimised_naive;16384;16
65536;0.000000;optimised_naive;16384;16
65536;0.000000;optimised_naive;2048;16
65536;0.000000;optimised_naive;2048;16
65536;0.000000;optimised_naive;1024;16
65536;0.000000;optimised_naive;1024;16
65536;0.000000;optimised_naive;2048;32
65536;0.000000;optimised_naive;2048;32
65536;0.000000;optimised_naive;4096;32
65536;0.000000;optimised_naive;4096;32
65536;0.000000;optimised_naive;8192;32
65536;0.000000;optimised_naive;8192;32
65536;0.000000;optimised_naive;1024;32
65536;0.000000;optimised_naive;1024;32
65536;0.000000;optimised_naive;512;32
65536;0.000000;optimised_naive;512;32
65536;0.005120;optimised_naive;1024;64
65536;0.005120;optimised_naive;1024;64
65536;0.005120;optimised_naive;2048;64
65536;0.004096;optimised_naive;2048;64
65536;0.005120;optimised_naive;4096;64
65536;0.005120;optimised_naive;4096;64
65536;0.006144;optimised_naive;512;64
65536;0.005120;optimised_naive;512;64
65536;0.005120;optimised_naive;256;64
65536;0.005120;optimised_naive;256;64
65536;0.005120;optimised_naive;512;128
65536;0.005120;optimised_naive;512;128
65536;0.005120;optimised_naive;1024;128
65536;0.005120;optimised_naive;1024;128
65536;0.004096;optimised_naive;2048;128
65536;0.005120;optimised_naive;2048;128
65536;0.005120;optimised_naive;256;128
65536;0.004096;optimised_naive;256;128
65536;0.005120;optimised_naive;128;128
65536;0.005120;optimised_naive;128;128
65536;0.005120;optimised_naive;256;256
65536;0.005120;optimised_naive;256;256
65536;0.004096;optimised_naive;512;256
65536;0.005120;optimised_naive;512;256
65536;0.005120;optimised_naive;1024;256
65536;0.005120;optimised_naive;1024;256
65536;0.005120;optimised_naive;128;256
65536;0.005120;optimised_naive;128;256
65536;0.005120;optimised_naive;64;256
65536;0.005120;optimised_naive;64;256
65536;0.005120;optimised_naive;128;512
65536;0.005120;optimised_naive;128;512
65536;0.005120;optimised_naive;256;512
65536;0.004096;optimised_naive;256;512
65536;0.004096;optimised_naive;512;512
65536;0.005120;optimised_naive;512;512
65536;0.004096;optimised_naive;64;512
65536;0.005120;optimised_naive;64;512
65536;0.005120;optimised_naive;32;512
65536;0.004096;optimised_naive;32;512
65536;0.005120;optimised_naive;64;1024
65536;0.005120;optimised_naive;64;1024
65536;0.005120;optimised_naive;128;1024
65536;0.005120;optimised_naive;128;1024
65536;0.004096;optimised_naive;256;1024
65536;0.005120;optimised_naive;256;1024
65536;0.005120;optimised_naive;32;1024
65536;0.007168;optimised_naive;32;1024
65536;0.005120;optimised_naive;16;1024
65536;0.005120;optimised_naive;16;1024
65536;0.005120;optimised_naive;32;2048
65536;0.005120;optimised_naive;32;2048
65536;0.004096;optimised_naive;64;2048
65536;0.004096;optimised_naive;64;2048
65536;0.004096;optimised_naive;128;2048
65536;0.005120;optimised_naive;128;2048
65536;0.005120;optimised_naive;16;2048
65536;0.005120;optimised_naive;16;2048
65536;0.007168;optimised_naive;8;2048
65536;0.005120;optimised_naive;8;2048
131072;0.000000;optimised_naive;16384;8
131072;0.000000;optimised_naive;16384;8
131072;0.000000;optimised_naive;32768;8
131072;0.000000;optimised_naive;32768;8
131072;0.004096;optimised_naive;65536;8
131072;0.015360;optimised_naive;65536;8
131072;0.000000;optimised_naive;8192;8
131072;0.000000;optimised_naive;8192;8
131072;0.000000;optimised_naive;4096;8
131072;0.000000;optimised_naive;4096;8
131072;0.000000;optimised_naive;8192;16
131072;0.000000;optimised_naive;8192;16
131072;0.000000;optimised_naive;16384;16
131072;0.000000;optimised_naive;16384;16
131072;0.000000;optimised_naive;32768;16
131072;0.000000;optimised_naive;32768;16
131072;0.000000;optimised_naive;4096;16
131072;0.000000;optimised_naive;4096;16
131072;0.000000;optimised_naive;2048;16
131072;0.000000;optimised_naive;2048;16
131072;0.000000;optimised_naive;4096;32
131072;0.000000;optimised_naive;4096;32
131072;0.000000;optimised_naive;8192;32
131072;0.000000;optimised_naive;8192;32
131072;0.000000;optimised_naive;16384;32
131072;0.000000;optimised_naive;16384;32
131072;0.000000;optimised_naive;2048;32
131072;0.000000;optimised_naive;2048;32
131072;0.000000;optimised_naive;1024;32
131072;0.000000;optimised_naive;1024;32
131072;0.005120;optimised_naive;2048;64
131072;0.005120;optimised_naive;2048;64
131072;0.005120;optimised_naive;4096;64
131072;0.005120;optimised_naive;4096;64
131072;0.005120;optimised_naive;8192;64
131072;0.004096;optimised_naive;8192;64
131072;0.005120;optimised_naive;1024;64
131072;0.005120;optimised_naive;1024;64
131072;0.005120;optimised_naive;512;64
131072;0.005120;optimised_naive;512;64
131072;0.004096;optimised_naive;1024;128
131072;0.005120;optimised_naive;1024;128
131072;0.004096;optimised_naive;2048;128
131072;0.005120;optimised_naive;2048;128
131072;0.004096;optimised_naive;4096;128
131072;0.005120;optimised_naive;4096;128
131072;0.006144;optimised_naive;512;128
131072;0.004096;optimised_naive;512;128
131072;0.005120;optimised_naive;256;128
131072;0.004096;optimised_naive;256;128
131072;0.008192;optimised_naive;512;256
131072;0.005120;optimised_naive;512;256
131072;0.005120;optimised_naive;1024;256
131072;0.004096;optimised_naive;1024;256
131072;0.004096;optimised_naive;2048;256
131072;0.004096;optimised_naive;2048;256
131072;0.004096;optimised_naive;256;256
131072;0.004096;optimised_naive;256;256
131072;0.005120;optimised_naive;128;256
131072;0.005120;optimised_naive;128;256
131072;0.005120;optimised_naive;256;512
131072;0.005120;optimised_naive;256;512
131072;0.007168;optimised_naive;512;512
131072;0.005120;optimised_naive;512;512
131072;0.004096;optimised_naive;1024;512
131072;0.004096;optimised_naive;1024;512
131072;0.005120;optimised_naive;128;512
131072;0.005120;optimised_naive;128;512
131072;0.005120;optimised_naive;64;512
131072;0.005120;optimised_naive;64;512
131072;0.005120;optimised_naive;128;1024
131072;0.004096;optimised_naive;128;1024
131072;0.005120;optimised_naive;256;1024
131072;0.005120;optimised_naive;256;1024
131072;0.005120;optimised_naive;512;1024
131072;0.005120;optimised_naive;512;1024
131072;0.005120;optimised_naive;64;1024
131072;0.005120;optimised_naive;64;1024
131072;0.005120;optimised_naive;32;1024
131072;0.005120;optimised_naive;32;1024
131072;0.005120;optimised_naive;64;2048
131072;0.005120;optimised_naive;64;2048
131072;0.006144;optimised_naive;128;2048
131072;0.005120;optimised_naive;128;2048
131072;0.005120;optimised_naive;256;2048
131072;0.005120;optimised_naive;256;2048
131072;0.004096;optimised_naive;32;2048
131072;0.005120;optimised_naive;32;2048
131072;0.005120;optimised_naive;16;2048
131072;0.005120;optimised_naive;16;2048
